link_team,club_team,link_lega,nome_lega
/it/team/919/sk-brann/,SK Brann,/it/teams/?league=41,Eliteserien
/it/team/1797/rotherham-utd/,Rotherham Utd,/it/teams/?league=14,EFL Championship
/it/team/112096/al-ettifaq-club/,Al-Ettifaq Club,/it/teams/?league=350,Saudi Professional League
/it/team/1823/as-nancy/,AS Nancy,/it/teams/?league=17,Domino's Ligue 2
/it/team/112092/nagoya-grampus/,Nagoya Grampus,/it/teams/?league=349,Meiji Yasuda J1
/it/team/1478/jeju-united/,Jeju United,/it/teams/?league=83,K-League 1
/it/team/226/fc-sochaux/,FC Sochaux,/it/teams/?league=17,Domino's Ligue 2
/it/team/110746/pogo%C5%84-stettino/,Pogoń Stettino,/it/teams/?league=66,Ekstraklasa
/it/team/209/sk-sturm-graz/,SK Sturm Graz,/it/teams/?league=80,Ö. Bundesliga
/it/team/111713/san-mart%C3%ADn/,San Martín,/it/teams/?league=353,SAF
/it/team/1932/barnsley/,Barnsley,/it/teams/?league=60,EFL League One
/it/team/89/charlton-athl/,Charlton Athl.,/it/teams/?league=60,EFL League One
/it/team/272/odense-bk/,Odense BK,/it/teams/?league=1,Superliga
/it/team/322/grasshopper/,Grasshopper,/it/teams/?league=189,RSL
/it/team/112409/carpi/,Carpi,/it/teams/?league=32,Calcio B
/it/team/1971/excelsior/,Excelsior,/it/teams/?league=10,Eredivisie
/it/team/1844/livorno/,Livorno,/it/teams/?league=32,Calcio B
/it/team/1867/c%C3%B3rdoba-cf/,Córdoba CF,/it/teams/?league=54,LaLiga 1 I 2 I 3
/it/team/112992/atl-bucaramanga/,Atl. Bucaramanga,/it/teams/?league=336,Liga Dimayor
/it/team/111714/sm-tucum%C3%A1n/,SM Tucumán,/it/teams/?league=353,SAF
/it/team/111328/cd-palestino/,CD Palestino,/it/teams/?league=335,Camp. Scotiabank
/it/team/894/fc-zurigo/,FC Zurigo,/it/teams/?league=189,RSL
/it/team/982/fc-seul/,FC Seul,/it/teams/?league=83,K-League 1
/it/team/112391/al-qadisiyah/,Al Qadisiyah,/it/teams/?league=350,Saudi Professional League
/it/team/112116/cd-ohiggins/,CD O'Higgins,/it/teams/?league=335,Camp. Scotiabank
/it/team/101099/am%C3%A9rica-de-cali/,América de Cali,/it/teams/?league=336,Liga Dimayor
/it/team/820/aalborg-bk/,Aalborg BK,/it/teams/?league=1,Superliga
/it/team/101149/shimizu-s-pulse/,Shimizu S-Pulse,/it/teams/?league=349,Meiji Yasuda J1
/it/team/10032/fc-lugano/,FC Lugano,/it/teams/?league=189,RSL
/it/team/1813/cham-niortais/,Cham. Niortais,/it/teams/?league=17,Domino's Ligue 2
/it/team/1805/grenoble-foot/,Grenoble Foot,/it/teams/?league=17,Domino's Ligue 2
/it/team/112224/melbourne-city/,Melbourne City,/it/teams/?league=351,Hyundai A-League
/it/team/111092/%C5%9Bl%C4%85sk-wroc%C5%82aw/,Śląsk Wrocław,/it/teams/?league=66,Ekstraklasa
/it/team/110955/shanghai-shenhua/,Shanghai Shenhua,/it/teams/?league=2012,CSL
/it/team/112389/al-faisaly/,Al Faisaly,/it/teams/?league=350,Saudi Professional League
/it/team/112392/al-raed/,Al Raed,/it/teams/?league=350,Saudi Professional League
/it/team/113057/al-fayha/,Al Fayha,/it/teams/?league=350,Saudi Professional League
/it/team/110977/uni%C3%B3n-espa%C3%B1ola/,Unión Española,/it/teams/?league=335,Camp. Scotiabank
/it/team/101144/j%C3%BAbilo-iwata/,Júbilo Iwata,/it/teams/?league=349,Meiji Yasuda J1
/it/team/83/motherwell/,Motherwell,/it/teams/?league=50,Scottish Prem
/it/team/1790/portsmouth/,Portsmouth,/it/teams/?league=60,EFL League One
/it/team/635/de-graafschap/,De Graafschap,/it/teams/?league=10,Eredivisie
/it/team/492/wehen/,Wehen,/it/teams/?league=2076,3. Liga
/it/team/112444/h-c-sapporo/,H.C. Sapporo,/it/teams/?league=349,Meiji Yasuda J1
/it/team/271/aarhus-gf/,Aarhus GF,/it/teams/?league=1,Superliga
/it/team/897/fc-lucerna/,FC Lucerna,/it/teams/?league=189,RSL
/it/team/111723/deportivo-pasto/,Deportivo Pasto,/it/teams/?league=336,Liga Dimayor
/it/team/111086/piast-gliwice/,Piast Gliwice,/it/teams/?league=66,Ekstraklasa
/it/team/1788/fc-nordsj%C3%A6lland/,FC Nordsjælland,/it/teams/?league=1,Superliga
/it/team/112579/al-petrolera/,Al. Petrolera,/it/teams/?league=336,Liga Dimayor
/it/team/920/v%C3%A5lerenga-fotball/,Vålerenga Fotball,/it/teams/?league=41,Eliteserien
/it/team/1832/karlsruher-sc/,Karlsruher SC,/it/teams/?league=2076,3. Liga
/it/team/710/djurg%C3%A5rdens-if/,Djurgårdens IF,/it/teams/?league=56,Allsvenskan
/it/team/1475/jeonnam-dragons/,Jeonnam Dragons,/it/teams/?league=83,K-League 1
/it/team/100628/emmen/,Emmen,/it/teams/?league=10,Eredivisie
/it/team/112115/gangwon-fc/,Gangwon FC,/it/teams/?league=83,K-League 1
/it/team/110316/gfc-ajaccio/,GFC Ajaccio,/it/teams/?league=17,Domino's Ligue 2
/it/team/113173/%C3%B6stersunds-fk/,Östersunds FK,/it/teams/?league=56,Allsvenskan
/it/team/487/osnabr%C3%BCck/,Osnabrück,/it/teams/?league=2076,3. Liga
/it/team/1951/oxford-utd/,Oxford Utd,/it/teams/?league=60,EFL League One
/it/team/1949/scunthorpe-utd/,Scunthorpe Utd,/it/teams/?league=60,EFL League One
/it/team/1474/pohang-steelers/,Pohang Steelers,/it/teams/?league=83,K-League 1
/it/team/111395/brisbane-roar/,Brisbane Roar,/it/teams/?league=351,Hyundai A-League
/it/team/111774/tianjin-teda/,Tianjin TEDA,/it/teams/?league=2012,CSL
/it/team/112427/ws-wanderers/,WS Wanderers,/it/teams/?league=351,Hyundai A-League
/it/team/420/g%C3%B3rnik-zabrze/,Górnik Zabrze,/it/teams/?league=66,Ekstraklasa
/it/team/111766/well-phoenix/,Well. Phoenix,/it/teams/?league=351,Hyundai A-League
/it/team/101145/kashiwa-reysol/,Kashiwa Reysol,/it/teams/?league=349,Meiji Yasuda J1
/it/team/922/str%C3%B8msgodset-if/,Strømsgodset IF,/it/teams/?league=41,Eliteserien
/it/team/142/doncaster/,Doncaster,/it/teams/?league=60,EFL League One
/it/team/822/vejle-boldklub/,Vejle Boldklub,/it/teams/?league=1,Superliga
/it/team/110597/sv-meppen/,SV Meppen,/it/teams/?league=2076,3. Liga
/it/team/212/ch%C3%A2teauroux/,Châteauroux,/it/teams/?league=17,Domino's Ligue 2
/it/team/2045/innsbruck/,Innsbruck,/it/teams/?league=80,Ö. Bundesliga
/it/team/1569/wis%C5%82a-p%C5%82ock/,Wisła Płock,/it/teams/?league=66,Ekstraklasa
/it/team/113219/ohod-club/,Ohod Club,/it/teams/?league=350,Saudi Professional League
/it/team/172/unterhaching/,Unterhaching,/it/teams/?league=2076,3. Liga
/it/team/112983/tianjin-quanjian/,Tianjin Quanjian,/it/teams/?league=2012,CSL
/it/team/112655/curic%C3%B3-unido/,Curicó Unido,/it/teams/?league=335,Camp. Scotiabank
/it/team/2056/daegu-fc/,Daegu FC,/it/teams/?league=83,K-League 1
/it/team/111588/gyeongnam-fc/,Gyeongnam FC,/it/teams/?league=83,K-League 1
/it/team/1938/peterborough/,Peterborough,/it/teams/?league=60,EFL League One
/it/team/110747/cracovia/,Cracovia,/it/teams/?league=66,Ekstraklasa
/it/team/700/if-elfsborg/,IF Elfsborg,/it/teams/?league=56,Allsvenskan
/it/team/111822/wolfsberger-ac/,Wolfsberger AC,/it/teams/?league=80,Ö. Bundesliga
/it/team/111327/cd-huachipato/,CD Huachipato,/it/teams/?league=335,Camp. Scotiabank
/it/team/29/kaiserslautern/,Kaiserslautern,/it/teams/?league=2076,3. Liga
/it/team/112531/depor-iquique/,Depor. Iquique,/it/teams/?league=335,Camp. Scotiabank
/it/team/110500/braunschweig/,Braunschweig,/it/teams/?league=2076,3. Liga
/it/team/112505/mied%C5%BA-legnica/,Miedź Legnica,/it/teams/?league=66,Ekstraklasa
/it/team/1798/mk-dons/,MK Dons,/it/teams/?league=61,EFL League Two
/it/team/100804/st-johnstone/,St. Johnstone,/it/teams/?league=50,Scottish Prem
/it/team/1596/gif-sundsvall/,GIF Sundsvall,/it/teams/?league=56,Allsvenskan
/it/team/898/fc-san-gallo/,FC San Gallo,/it/teams/?league=189,RSL
/it/team/1940/mansfield-town/,Mansfield Town,/it/teams/?league=61,EFL League Two
/it/team/127/shrewsbury/,Shrewsbury,/it/teams/?league=60,EFL League One
/it/team/112903/jaguares/,Jaguares,/it/teams/?league=336,Liga Dimayor
/it/team/111273/red-star-fc/,Red Star FC,/it/teams/?league=17,Domino's Ligue 2
/it/team/111082/arka-gdynia/,Arka Gdynia,/it/teams/?league=66,Ekstraklasa
/it/team/110749/zag%C5%82%C4%99bie-lubin/,Zagłębie Lubin,/it/teams/?league=66,Ekstraklasa
/it/team/1456/odds-bk/,Odds BK,/it/teams/?league=41,Eliteserien
/it/team/27/hansa-rostock/,Hansa Rostock,/it/teams/?league=2076,3. Liga
/it/team/111821/admira-wacker/,Admira Wacker,/it/teams/?league=80,Ö. Bundesliga
/it/team/15009/scr-altach/,SCR Altach,/it/teams/?league=80,Ö. Bundesliga
/it/team/112390/al-fateh/,Al Fateh,/it/teams/?league=350,Saudi Professional League
/it/team/1785/sv-mattersburg/,SV Mattersburg,/it/teams/?league=80,Ö. Bundesliga
/it/team/112276/us-orl%C3%A9ans/,US Orléans,/it/teams/?league=17,Domino's Ligue 2
/it/team/112260/fleetwood-town/,Fleetwood Town,/it/teams/?league=60,EFL League One
/it/team/1804/bradford-city/,Bradford City,/it/teams/?league=60,EFL League One
/it/team/149/lincoln-city/,Lincoln City,/it/teams/?league=61,EFL League Two
/it/team/110197/w%C3%BCrzburg-kickers/,Würzburg. Kickers,/it/teams/?league=2076,3. Liga
/it/team/1929/plymouth-argyle/,Plymouth Argyle,/it/teams/?league=60,EFL League One
/it/team/319/ifk-g%C3%B6teborg/,IFK Göteborg,/it/teams/?league=56,Allsvenskan
/it/team/1954/southend-utd/,Southend Utd,/it/teams/?league=60,EFL League One
/it/team/550/vfr-aalen/,VfR Aalen,/it/teams/?league=2076,3. Liga
/it/team/113222/al-hazem/,Al Hazem,/it/teams/?league=350,Saudi Professional League
/it/team/110482/hallescher-fc/,Hallescher FC,/it/teams/?league=2076,3. Liga
/it/team/1786/randers-fc/,Randers FC,/it/teams/?league=1,Superliga
/it/team/111393/adelaide-united/,Adelaide United,/it/teams/?league=351,Hyundai A-League
/it/team/1873/wis%C5%82a-cracovia/,Wisła Cracovia,/it/teams/?league=66,Ekstraklasa
/it/team/113948/b%C3%A9ziers/,Béziers,/it/teams/?league=17,Domino's Ligue 2
/it/team/112199/sarpsborg-08-ff/,Sarpsborg 08 FF,/it/teams/?league=41,Eliteserien
/it/team/112527/patriotas/,Patriotas,/it/teams/?league=336,Liga Dimayor
/it/team/112165/chongqing-swm/,Chongqing SWM,/it/teams/?league=2012,CSL
/it/team/1715/fc-thun/,FC Thun,/it/teams/?league=189,RSL
/it/team/111779/henan-jianye/,Henan Jianye,/it/teams/?league=2012,CSL
/it/team/837/dundalk/,Dundalk,/it/teams/?league=65,SSE Airtricity Lge
/it/team/15015/burton-albion/,Burton Albion,/it/teams/?league=60,EFL League One
/it/team/111083/korona-kielce/,Korona Kielce,/it/teams/?league=66,Ekstraklasa
/it/team/112990/al-batin/,Al Batin,/it/teams/?league=350,Saudi Professional League
/it/team/917/stab%C3%A6k-fotball/,Stabæk Fotball,/it/teams/?league=41,Eliteserien
/it/team/111398/newcastle-jets/,Newcastle Jets,/it/teams/?league=351,Hyundai A-League
/it/team/1802/gillingham/,Gillingham,/it/teams/?league=60,EFL League One
/it/team/112537/beijing-renhe/,Beijing Renhe,/it/teams/?league=2012,CSL
/it/team/435/neuch%C3%A2tel-xamax/,Neuchâtel Xamax,/it/teams/?league=189,RSL
/it/team/180/dundee-fc/,Dundee FC,/it/teams/?league=50,Scottish Prem
/it/team/110765/incheon-united/,Incheon United,/it/teams/?league=83,K-League 1
/it/team/112977/guizhou-hengfeng/,Guizhou Hengfeng,/it/teams/?league=2012,CSL
/it/team/705/%C3%B6rebro-sk/,Örebro SK,/it/teams/?league=56,Allsvenskan
/it/team/1945/bury/,Bury,/it/teams/?league=61,EFL League Two
/it/team/1926/blackpool/,Blackpool,/it/teams/?league=60,EFL League One
/it/team/113459/kristiansund/,Kristiansund,/it/teams/?league=41,Eliteserien
/it/team/1447/s%C3%B8nderjyske/,SønderjyskE,/it/teams/?league=1,Superliga
/it/team/1439/kalmar-ff/,Kalmar FF,/it/teams/?league=56,Allsvenskan
/it/team/1962/bristol-rovers/,Bristol Rovers,/it/teams/?league=60,EFL League One
/it/team/1933/wycombe/,Wycombe,/it/teams/?league=60,EFL League One
/it/team/621/livingston/,Livingston,/it/teams/?league=50,Scottish Prem
/it/team/110700/sportfreunde-lotte/,Sportfreunde Lotte,/it/teams/?league=2076,3. Liga
/it/team/1935/colchester/,Colchester,/it/teams/?league=61,EFL League Two
/it/team/113458/ik-sirius/,IK Sirius,/it/teams/?league=56,Allsvenskan
/it/team/112075/skn-st-p%C3%B6lten/,SKN St. Pölten,/it/teams/?league=80,Ö. Bundesliga
/it/team/111660/vendsyssel/,Vendsyssel,/it/teams/?league=1,Superliga
/it/team/33/monaco-1860/,Monaco 1860,/it/teams/?league=2076,3. Liga
/it/team/110169/fortuna-colonia/,Fortuna Colonia,/it/teams/?league=2076,3. Liga
/it/team/112836/vegalta-sendai/,Vegalta Sendai,/it/teams/?league=349,Meiji Yasuda J1
/it/team/113161/shonan-bellmare/,Shonan Bellmare,/it/teams/?league=349,Meiji Yasuda J1
/it/team/1445/esbjerg-fb/,Esbjerg fB,/it/teams/?league=1,Superliga
/it/team/101097/audax-italiano/,Audax Italiano,/it/teams/?league=335,Camp. Scotiabank
/it/team/1800/coventry-city/,Coventry City,/it/teams/?league=60,EFL League One
/it/team/531/preu%C3%9Fen-m%C3%BCnster/,Preußen Münster,/it/teams/?league=2076,3. Liga
/it/team/1803/walsall/,Walsall,/it/teams/?league=60,EFL League One
/it/team/110592/fsv-zwickau/,FSV Zwickau,/it/teams/?league=2076,3. Liga
/it/team/1955/rochdale/,Rochdale,/it/teams/?league=60,EFL League One
/it/team/1446/ac-horsens/,AC Horsens,/it/teams/?league=1,Superliga
/it/team/112526/envigado/,Envigado,/it/teams/?league=336,Liga Dimayor
/it/team/112709/deportes-temuco/,Deportes Temuco,/it/teams/?league=335,Camp. Scotiabank
/it/team/110313/accrington/,Accrington,/it/teams/?league=60,EFL League One
/it/team/111379/s-gro%C3%9Faspach/,S. Großaspach,/it/teams/?league=2076,3. Liga
/it/team/110591/carl-zeiss-jena/,Carl Zeiss Jena,/it/teams/?league=2076,3. Liga
/it/team/112425/hobro-ik/,Hobro IK,/it/teams/?league=1,Superliga
/it/team/162/energie-cottbus/,Energie Cottbus,/it/teams/?league=2076,3. Liga
/it/team/561/forest-green/,Forest Green,/it/teams/?league=61,EFL League Two
/it/team/111089/z-sosnowiec/,Z. Sosnowiec,/it/teams/?league=66,Ekstraklasa
/it/team/2017/tsv-hartberg/,TSV Hartberg,/it/teams/?league=80,Ö. Bundesliga
/it/team/112259/afc-wimbledon/,AFC Wimbledon,/it/teams/?league=60,EFL League One
/it/team/1930/northampton-town/,Northampton Town,/it/teams/?league=61,EFL League Two
/it/team/143/exeter-city/,Exeter City,/it/teams/?league=61,EFL League Two
/it/team/15048/tranmere-rovers/,Tranmere Rovers,/it/teams/?league=61,EFL League Two
/it/team/1757/sandefjord/,Sandefjord,/it/teams/?league=41,Eliteserien
/it/team/112528/atl%C3%A9tico-huila/,Atlético Huila,/it/teams/?league=336,Liga Dimayor
/it/team/1937/notts-county/,Notts County,/it/teams/?league=61,EFL League Two
/it/team/299/lillestr%C3%B8m-sk/,Lillestrøm SK,/it/teams/?league=41,Eliteserien
/it/team/1934/swindon-town/,Swindon Town,/it/teams/?league=61,EFL League Two
/it/team/1463/fk-haugesund/,FK Haugesund,/it/teams/?league=41,Eliteserien
/it/team/111396/central-coast/,Central Coast,/it/teams/?league=351,Hyundai A-League
/it/team/1920/oldham-athletic/,Oldham Athletic,/it/teams/?league=61,EFL League Two
/it/team/100325/hjk-helsinki/,HJK Helsinki,/it/teams/?league=76,Resto del mondo
/it/team/418/troms%C3%B8-il/,Tromsø IL,/it/teams/?league=41,Eliteserien
/it/team/2055/sangju-sangmu/,Sangju Sangmu,/it/teams/?league=83,K-League 1
/it/team/1480/carlisle-utd/,Carlisle Utd,/it/teams/?league=61,EFL League Two
/it/team/1928/port-vale/,Port Vale,/it/teams/?league=61,EFL League Two
/it/team/110890/crawley-town/,Crawley Town,/it/teams/?league=61,EFL League Two
/it/team/1524/ik-start/,IK Start,/it/teams/?league=41,Eliteserien
/it/team/100805/st-mirren/,St. Mirren,/it/teams/?league=50,Scottish Prem
/it/team/112448/v-varen-nagasaki/,V-Varen Nagasaki,/it/teams/?league=349,Meiji Yasuda J1
/it/team/92/grimsby-town/,Grimsby Town,/it/teams/?league=61,EFL League Two
/it/team/112019/boyac%C3%A1-chic%C3%B3/,Boyacá Chicó,/it/teams/?league=336,Liga Dimayor
/it/team/918/fk-bod%C3%B8-glimt/,FK Bodø/Glimt,/it/teams/?league=41,Eliteserien
/it/team/112254/newport-county/,Newport County,/it/teams/?league=61,EFL League Two
/it/team/184/hamilton/,Hamilton,/it/teams/?league=50,Scottish Prem
/it/team/361/stevenage/,Stevenage,/it/teams/?league=61,EFL League Two
/it/team/1936/cheltenham-town/,Cheltenham Town,/it/teams/?league=61,EFL League Two
/it/team/306/shamrock-rovers/,Shamrock Rovers,/it/teams/?league=65,SSE Airtricity Lge
